"GeneSymbol"	"TP_BRCA_MEAN"	"TP_BRCA_STD"	"TP_GBM_MEAN"	"TP_GBM_STD"	"TP_OV_MEAN"	"TP_OV_STD"	"TP_LUAD_MEAN"	"TP_LUAD_STD"	"TP_UCEC_MEAN"	"TP_UCEC_STD"	"TP_KIRC_MEAN"	"TP_KIRC_STD"	"TP_HNSC_MEAN"	"TP_HNSC_STD"	"TP_LGG_MEAN"	"TP_LGG_STD"	"TP_THCA_MEAN"	"TP_THCA_STD"	"TP_LUSC_MEAN"	"TP_LUSC_STD"	"TP_PRAD_MEAN"	"TP_PRAD_STD"	"TP_SKCM_MEAN"	"TP_SKCM_STD"	"TP_COAD_MEAN"	"TP_COAD_STD"	"TP_STAD_MEAN"	"TP_STAD_STD"	"TP_BLCA_MEAN"	"TP_BLCA_STD"	"TP_LIHC_MEAN"	"TP_LIHC_STD"	"TP_CESC_MEAN"	"TP_CESC_STD"	"TP_KIRP_MEAN"	"TP_KIRP_STD"	"TP_SARC_MEAN"	"TP_SARC_STD"	"TP_LAML_MEAN"	"TP_LAML_STD"	"TP_PAAD_MEAN"	"TP_PAAD_STD"	"TP_ESCA_MEAN"	"TP_ESCA_STD"	"TP_PCPG_MEAN"	"TP_PCPG_STD"	"TP_READ_MEAN"	"TP_READ_STD"	"TP_TGCT_MEAN"	"TP_TGCT_STD"	"TP_THYM_MEAN"	"TP_THYM_STD"	"TP_KICH_MEAN"	"TP_KICH_STD"	"TP_ACC_MEAN"	"TP_ACC_STD"	"TP_MESO_MEAN"	"TP_MESO_STD"	"TP_UVM_MEAN"	"TP_UVM_STD"	"TP_DLBC_MEAN"	"TP_DLBC_STD"	"TP_UCS_MEAN"	"TP_UCS_STD"	"TP_CHOL_MEAN"	"TP_CHOL_STD"
"CCT4"	"1.79064943673722"	"5.858457965582"	"28.2247989881555"	"39.6921443453137"	"1.55655348296686"	"4.9853684797113"	"0.968946596064475"	"2.97802528000374"	"2.60908507802348"	"4.77652855412132"	"0.252516490749152"	"0.403892747379874"	"0.186215113290348"	"0.269259130515787"	"70.8433361675067"	"42.9163786416286"	"0.203551585240498"	"0.28856511285522"	"0.284633665032047"	"0.590282655884808"	"2.26303189187451"	"1.88200106312857"	"0.290233377633153"	"0.885255027914285"	"2.47313236275451"	"2.92158002803817"	"0.951680957766702"	"1.30717000833834"	"0.375016574172614"	"1.15288737541513"	"0.054218976333312"	"0.16027043647055"	"0.564517196245727"	"1.53278728940814"	"0.201535216043166"	"0.257454739395229"	"4.72293335681843"	"31.4412378194451"	"0.0121729495611713"	"0.0113652351102729"	"1.60729832800074"	"4.01921675424237"	"0.595924343715601"	"1.41775114197064"	"162.314142731539"	"75.7612564255541"	"2.78269789335314"	"3.20272837356507"	"7.75094743589744"	"5.8421804513157"	"4.91921181060495"	"8.6777988052091"	"0.228825698818896"	"0.484723067810345"	"1.22179014866374"	"3.08457255940239"	"1.01601845354447"	"3.73175584801208"	"1.20028640928268"	"6.98006996792032"	"0.54493689529824"	"0.640136454078871"	"1.76969845738062"	"2.67356974688875"	"0.111748387953606"	"0.157859895644019"
"CTHRC1"	"11.087866191729"	"9.23198985197235"	"9.19765959283272"	"7.91447188544745"	"8.53221283335221"	"9.58666927528608"	"12.1899950474145"	"9.46697731036311"	"17.6384692415562"	"16.013868700898"	"12.0724082539519"	"14.8378975428992"	"24.4362269685283"	"21.8922081749712"	"5.53926058072383"	"5.8322454366899"	"4.30054049308118"	"5.00722859466819"	"20.4194655650196"	"20.6109284952638"	"16.5731779364204"	"11.4556936727387"	"5.4358860051544"	"12.8745344729463"	"8.95395765222536"	"6.96047567713323"	"15.2412064613061"	"13.5953165339427"	"15.2665675687689"	"15.5643520616324"	"3.30775776190389"	"4.88345189647628"	"11.0442517335954"	"11.5389695665974"	"3.20242878079666"	"4.75257647143265"	"38.8288168275228"	"38.0780707485907"	"7.30313242654351"	"17.6673444260676"	"21.3299175731514"	"13.6225407246024"	"16.1780065368228"	"16.2396148905617"	"4.41680591327188"	"6.53098148953875"	"9.51175597785979"	"6.65970785764041"	"0.951072435897436"	"2.39554773227803"	"10.2715037664554"	"16.1020389153145"	"8.16181147098664"	"12.3033086543807"	"5.12852333981391"	"5.72319396987944"	"8.36428019320612"	"19.1603571813048"	"2.56767043391621"	"2.22559650281138"	"4.54620938464944"	"4.7479562206348"	"23.8569115859807"	"16.8435938253158"	"9.99211723323933"	"12.711304095609"
"HMMR"	"6.50894153794993"	"2.04948803748935"	"4.13072752875869"	"1.44749649630307"	"6.88822071370441"	"2.75719701500752"	"5.41748497279007"	"1.82432648705862"	"5.88675600579623"	"2.23119531433872"	"4.35224830934115"	"1.2822272628594"	"4.98680647000992"	"1.95852532730572"	"4.26641984236713"	"1.33152591715184"	"4.80400791679693"	"1.15625360967082"	"5.3770902834876"	"2.01019904040124"	"5.52583484745737"	"1.71240578497467"	"4.89928048162962"	"1.95927642800984"	"5.49023307176699"	"1.414605065132"	"6.68334829406759"	"2.28074839477611"	"4.81142928593738"	"1.87442225834619"	"2.00666088740008"	"1.18533333361974"	"5.73600448504522"	"1.99729473813905"	"3.23703373586736"	"1.32065511595062"	"6.04748907242953"	"3.80110666321035"	"11.2693355637028"	"2.56740658233664"	"4.83248423509903"	"1.21991279770532"	"7.89093217167618"	"3.38212897781748"	"2.67759328447517"	"0.853324936242377"	"5.66291704827253"	"1.61115472706256"	"0.400253205128205"	"0.392165216897801"	"6.49359495792936"	"2.42879801104022"	"3.19994184478528"	"1.18389606443027"	"5.96111058918819"	"2.58006116358623"	"4.96218108706356"	"1.57444490565013"	"3.84252045347338"	"1.04621514397641"	"3.44293593063781"	"1.86188561704204"	"6.84087090293696"	"2.83676111095241"	"3.99759454812176"	"1.94123940362371"
"PTBP3"	"2.76711038727626"	"1.24655796827238"	"3.14488079729978"	"1.01915658145956"	"1.4718259417302"	"0.581157934671948"	"2.79939366077833"	"1.4843783593671"	"1.98565878005365"	"0.888876707495692"	"3.71922194215666"	"1.653230546526"	"1.09872730263258"	"0.540400485511934"	"2.77736014047944"	"1.14119175515408"	"2.63187844331856"	"0.947503459927748"	"2.00763391870236"	"1.24648392867255"	"1.6594226733375"	"0.553210937549058"	"3.07846867617506"	"2.02958802401179"	"1.52426836082384"	"0.942710692608567"	"2.03244497457777"	"1.02067899970167"	"1.88774183602459"	"0.941330653128415"	"1.40519314549162"	"0.872428786194972"	"1.85162487333234"	"0.868694280924767"	"1.74653056070675"	"0.688107050001367"	"2.5991937822095"	"1.24895725530421"	"18.7932065830088"	"5.92657094090642"	"2.46626285204438"	"1.46595474564004"	"1.77342072896253"	"1.00803336670496"	"1.78572755274266"	"0.60875836211887"	"1.35487198397908"	"0.548854394634643"	"46.7063980769231"	"18.2982725365431"	"3.85047192523036"	"1.80094266137521"	"1.85876682628384"	"0.754816977347237"	"2.56885061396542"	"2.31830116376224"	"2.30336603084334"	"0.806106945249369"	"1.62106939408824"	"0.813243233136169"	"4.23957770556129"	"1.97829296970824"	"2.25738759867439"	"1.15461112681475"	"2.04366012966302"	"1.36006886065387"
"HOXA10"	"13.6345552977396"	"21.3359292437055"	"0.233961151493489"	"0.45232939527066"	"22.201718515874"	"16.2643676134524"	"49.3806885202457"	"85.3118693845576"	"29.4434094842068"	"27.1892489010906"	"3.94078962246354"	"7.86130778950772"	"213.148466569029"	"249.531639453835"	"0.08352417217436"	"0.122288136438639"	"34.7476861682869"	"26.1810137450623"	"101.770549392728"	"150.2575322581"	"7.22682727626921"	"7.115997816039"	"2.2910999809493"	"16.6901421887506"	"30.3101257211602"	"25.2043360447817"	"32.8359932577542"	"42.425609608263"	"51.2022936039711"	"143.202466857891"	"1.47365352592499"	"6.62657202533406"	"74.5841400368298"	"118.26996020559"	"16.5360447748113"	"17.3095286632987"	"2.06576162664478"	"4.50165684774943"	"0.00713075634140066"	"0.0111983249152844"	"110.410077578548"	"102.403872906361"	"83.2892461805566"	"107.527409349888"	"0.431224108899441"	"1.69160186426013"	"27.2356154692524"	"22.5751665085328"	"86.0514256410256"	"72.1418076909493"	"7.97959981946901"	"9.03975345685493"	"3.89234367707557"	"6.13645782402404"	"0.60782665293926"	"1.68877043716185"	"29.9905421641985"	"35.9267582423439"	"0.0289891393423547"	"0.0503641419171124"	"1.36959066463706"	"1.64550996967159"	"11.3030829278383"	"23.5717602651739"	"45.2981487784379"	"47.8358034486841"
"HOXA11"	"1.40436345854943"	"2.95561739641355"	"0.0591600417876699"	"0.0644322566251473"	"1.50132188802898"	"3.24499030839298"	"2.74385643471583"	"5.99808308522416"	"1.06833587308462"	"1.98992513301077"	"0.252664123926883"	"1.22007414921172"	"7.90659398465209"	"7.31047797700323"	"0.108284929947293"	"0.0733918348407015"	"0.0691520925362911"	"0.138173669335976"	"4.37132100602636"	"5.95623366449912"	"0.749561254793989"	"2.07223394047518"	"1.80129949180389"	"4.37003315336059"	"0.0589141908052528"	"0.451019999533119"	"0.642224101646832"	"1.80870167732669"	"4.23241719963322"	"5.5178254520875"	"0.35888777878393"	"2.63105291225614"	"10.8204657781823"	"7.50957583584707"	"0.140571325757753"	"0.497655896995621"	"1.90116219607895"	"5.81658805984416"	"0.0386496649301581"	"0.147185918216064"	"0.779755271907246"	"2.22851007863353"	"2.28141987021355"	"3.40322741623826"	"0.101126001952794"	"0.257113172061912"	"0.0175636665914326"	"0.0268346218205011"	"16.4612891025641"	"7.36965663272062"	"4.6344793825666"	"4.84786121883863"	"1.08784173025814"	"3.24362217656815"	"0.254326797168406"	"1.48679849489899"	"0.370420324940575"	"1.38490275502669"	"0.547235719489637"	"1.83336079740215"	"0.0336941641037956"	"0.0357132200407703"	"1.45613472720495"	"1.87310763043428"	"0.246657281635495"	"0.92079694142524"
"HOXA13"	"6.27736041395593"	"5.25908916828618"	"7.60685723121052"	"4.89640010293012"	"7.19450904024461"	"4.67554121106269"	"6.00141324660367"	"4.78837428284594"	"7.97672940423012"	"6.98440385769128"	"6.89718156112911"	"4.87387701403805"	"6.00699466672498"	"3.02595029690556"	"6.47184371320799"	"4.1732461464594"	"11.0909869931767"	"5.63356763813164"	"7.20525997940245"	"3.35298023345418"	"4.59986837846992"	"2.19963217279817"	"5.9686568618662"	"3.6932353329298"	"5.46667137066845"	"4.36005672317973"	"8.23163369627589"	"4.92589485400456"	"5.19749682188828"	"3.58713034026038"	"5.08467639454028"	"4.3778107951843"	"5.48241458352867"	"3.71760705285354"	"4.19327232364662"	"2.92862981984723"	"7.30748413088251"	"6.42735781963974"	"5.98590272386941"	"6.61087943667811"	"10.2239447114286"	"5.45049478829335"	"8.24177877500349"	"4.99904299546001"	"2.06748473159821"	"2.01665504970238"	"5.04769372484998"	"2.79350866972483"	"113.796324358974"	"197.003321032492"	"7.18083227315165"	"4.85343144630036"	"12.3804770367617"	"7.86085329860526"	"5.41513524695257"	"3.44250064435688"	"4.5236647228421"	"2.71007192066291"	"3.35796097011524"	"1.73158845697031"	"8.87266934270646"	"4.65690867535572"	"5.34924479588584"	"4.25011814813135"	"6.15852428941867"	"4.62444419585926"
"HOXA7"	"0.371848995290977"	"0.943150840512883"	"0.0317667245336902"	"0.132784673320703"	"0.143697387995524"	"0.412990788243598"	"0.910595827406109"	"1.38992994655143"	"0.158000477928952"	"0.364653711456132"	"0.11093129027393"	"0.205650415215067"	"0.474408797511323"	"0.649602789291361"	"0.0155878027315097"	"0.218165604046203"	"0.4648987278271"	"0.924341291235486"	"0.387325473706576"	"0.542349662426072"	"0.0714937097365514"	"0.112654124616846"	"0.240365551312937"	"0.526004628938848"	"0.242214694923596"	"0.408398783213882"	"0.232376363983548"	"0.299829455381277"	"0.171764618988594"	"0.333999318302036"	"0.163341685585781"	"0.382632117417375"	"0.377760129459457"	"0.865460464880004"	"0.0755245343956206"	"0.176650811747234"	"0.243654126140228"	"0.806086352817003"	"0.271122968231315"	"1.28207998095237"	"0.33542178600744"	"0.528701086224979"	"0.184707467711157"	"0.370286491166598"	"0.0124368362229803"	"0.029009449190483"	"0.201153125397528"	"0.291019707571512"	"3.97760961538462"	"4.68991816165999"	"250.233610301319"	"225.670662955471"	"0.0388918141809391"	"0.0843740803748413"	"0.0348369209991127"	"0.106082467569409"	"0.125537640577899"	"0.152295703902902"	"0.00808001870465375"	"0.0234187899725124"	"0.565083914242592"	"0.844769024865394"	"0.0790257127619411"	"0.135772864236564"	"0.244311539505358"	"0.421063198945321"
"HOXA9"	"36.5300982092132"	"11.8274763079646"	"50.5218196398207"	"17.149703232136"	"35.6615748125473"	"13.8248826448353"	"43.5739061129815"	"12.4806012682127"	"24.8695991847748"	"10.1707645629824"	"45.3352843649159"	"11.8940110333623"	"43.2231727756674"	"12.1963110240221"	"35.0368465085834"	"13.4735737602465"	"40.8872522832743"	"7.4171366688494"	"39.9071838343886"	"14.1666418502496"	"29.4262092603456"	"7.23512925527729"	"50.1013224194926"	"17.7891702877533"	"41.7231095138649"	"12.9388773075319"	"38.7987141730882"	"12.4764327766689"	"40.6078404200859"	"11.9364620335775"	"17.2195316163215"	"8.47907232725992"	"40.1435379160175"	"12.0972306913567"	"35.4652242454561"	"9.54137681835004"	"43.5428877854359"	"18.4997090546191"	"25.3147505114887"	"8.42899731753766"	"39.6780182149062"	"11.5972315699716"	"38.5832330859647"	"11.9634497206164"	"46.5964161058559"	"15.3252650710127"	"38.8303243030401"	"11.5184909274673"	"25.4540333333333"	"8.67266870081566"	"28.9453335453256"	"8.5982645219912"	"28.5488878923358"	"11.1345873928572"	"38.7044216217834"	"13.4071214572952"	"38.8122382849186"	"11.2952153906494"	"37.8727001252962"	"13.9474724608643"	"17.1317241222444"	"5.26591396509783"	"25.2257639472075"	"8.98483184503654"	"22.9133600823151"	"11.8024453755667"
"ZNFX1"	"3.95365788329322"	"1.60683395688623"	"5.96549769511569"	"2.35913446513166"	"3.48389821298285"	"1.82387432105842"	"5.43547924262692"	"2.11724952088604"	"5.58934178789462"	"1.88848496883407"	"5.16372661757636"	"2.91280136610515"	"3.17688122451728"	"1.1846321303803"	"5.1992658728425"	"1.80994847370805"	"5.42302587325717"	"2.57650842064488"	"4.37060556888345"	"1.7803839855922"	"4.37268968474125"	"1.49957092469466"	"5.58347155227576"	"2.51829838557137"	"4.84473032698639"	"1.58703653338491"	"3.11302980041581"	"1.07529543675741"	"7.22569022559497"	"3.29095124883918"	"2.70405139183448"	"1.17990215522557"	"4.28484198356764"	"1.52472011155306"	"5.14656696606328"	"2.90231669739578"	"4.9192989022286"	"3.01970377665314"	"9.52556832703424"	"3.39369310526566"	"5.40020464314363"	"2.06812847529622"	"3.3437121928985"	"1.20404304308468"	"7.53249284047511"	"2.72786407850319"	"4.78820391561282"	"1.51797230958764"	"56.6258025641026"	"17.4231824491577"	"8.41054944052182"	"2.79506440059103"	"2.78043145419371"	"0.885106189828126"	"13.2296925698591"	"7.77392270287924"	"5.59161657400419"	"1.77563540511627"	"5.95083336419875"	"2.20776890810162"	"4.66324502686042"	"1.47919423267024"	"5.23851548872518"	"1.70140766525477"	"4.94745453297667"	"2.54972480936574"
